ID	symbol	chromosome	start	stop
ENSG00000164919	COX6C	8	99873200	99894062
ENSG00000242829	RPS26P21	3	119298665	119299012
ENSG00000162366	PDZK1IP1	1	47183593	47191044
ENSG00000162367	TAL1	1	47216290	47232220
ENSG00000162368	CMPK1	1	47333797	47378839
ENSG00000230783	AC009961.3	2	159689217	159690291
ENSG00000114933	INO80D	2	205993721	206086303
ENSG00000254558	AP005435.1	11	89863848	89865550
ENSG00000240625	RN7SL403P	6	43036196	43036500
ENSG00000251706	RNU7-61P	16	30483135	30483195
ENSG00000260234	AC020636.2	3	150882997	150941743
ENSG00000251703	RNU6-998P	4	57002692	57002792
ENSG00000260236	AC099778.1	3	47379089	47380999
ENSG00000259138	AL049780.2	14	75127153	75136930
ENSG00000266680	AL135905.1	6	63571005	63572408
ENSG00000119541	VPS4B	18	63389190	63422483
ENSG00000259137	AL109766.1	14	44120210	44120761
ENSG00000112576	CCND3	6	41934933	42050357
ENSG00000252244	RNU7-3P	6	149516956	149517017
ENSG00000252242	RNU7-115P	17	64825765	64825819
ENSG00000112578	BYSL	6	41921188	41933046
ENSG00000256955	AC131009.2	12	131857420	131864538
ENSG00000272103	AC026741.1	5	36861736	36867238
ENSG00000256950	AC069503.2	12	121888809	121921470
ENSG00000060688	SNRNP40	1	31259568	31296782
ENSG00000266970	AC061992.1	17	78360453	78373911
ENSG00000158773	USF1	1	161039251	161045977
ENSG00000266975	FARSA-AS1	19	12930522	12933296
ENSG00000154217	PITPNC1	17	67377281	67697261
ENSG00000104332	SFRP1	8	41261958	41309497
ENSG00000159423	ALDH4A1	1	18871430	18902781
ENSG00000253618	GRPEL2-AS1	5	149348116	149357642
ENSG00000201746	RNU6-828P	1	10163268	10163374
ENSG00000261123	AC009065.5	16	2094830	2097026
ENSG00000213300	HNRNPA3P6	3	75214631	75215636
ENSG00000222057	RNU4-62P	3	121655475	121655604
ENSG00000228914	OR1H1P	9	122607864	122608800
ENSG00000228915	OR7E128P	11	71893410	71894433
ENSG00000281831	HCP5B	6	29871895	29873783
ENSG00000164597	COG5	7	107201555	107564514
ENSG00000185513	L3MBTL1	20	43489442	43550950
ENSG00000283063	TRBV6-2	7	142349152	142349664
ENSG00000165355	FBXO33	14	39397669	39432500
ENSG00000185518	SV2B	15	91099950	91301309
ENSG00000242798	AC073842.2	7	100115214	100127139
ENSG00000242797	GLYCTK-AS1	3	52288580	52299067
ENSG00000242791	AC117395.1	3	149976755	149979355
ENSG00000197721	CR1L	1	207645113	207738416
ENSG00000197724	PHF2	9	93576407	93679587
ENSG00000197728	RPS26	12	56041351	56044697
ENSG00000179476	C14ORF28	14	44897295	44907257
ENSG00000161638	ITGA5	12	54395261	54419460
ENSG00000255733	IFNG-AS1	12	67989445	68234686
ENSG00000173706	HEG1	3	124965710	125055958
ENSG00000160323	ADAMTS13	9	133414358	133459402
ENSG00000160321	ZNF208	19	21932958	22010949
ENSG00000160326	SLC2A6	9	133471095	133479137
ENSG00000160325	CACFD1	9	133459965	133470848
ENSG00000244005	NFS1	20	35668055	35699359
ENSG00000257390	AC023055.1	12	55757275	55827546
ENSG00000065978	YBX1	1	42682427	42702349
ENSG00000211904	IGHJ2	14	105865199	105865250
ENSG00000211900	IGHJ6	14	105863198	105863258
ENSG00000256043	CTSO	4	155924118	155953917
ENSG00000161980	POLR3K	16	46407	53628
ENSG00000253678	AC104964.1	8	10476597	10479420
ENSG00000253676	TAGLN2P1	8	106697427	106698013
ENSG00000164008	C1ORF50	1	42767269	42779488
ENSG00000164002	EXO5	1	40508741	40516556
ENSG00000158156	XKR8	1	27959462	27968096
ENSG00000198763	MT-ND2	MT	4470	5511
ENSG00000171608	PIK3CD	1	9651732	9729114
ENSG00000100109	TFIP11	22	26491225	26512505
ENSG00000171603	CLSTN1	1	9729026	9824526
ENSG00000198768	APCDD1L	20	58459101	58515131
ENSG00000100106	TRIOBP	22	37696988	37776556
ENSG00000100100	PIK3IP1	22	31281593	31292534
ENSG00000171606	ZNF274	19	58183029	58213562
ENSG00000171604	CXXC5	5	139647299	139683882
ENSG00000176058	TPRN	9	137191617	137204193
ENSG00000230724	LINC01001	11	127204	139612
ENSG00000230725	AL035252.2	20	25140789	25149258
ENSG00000176055	MBLAC2	5	90458203	90474768
ENSG00000243466	IGKV1-5	2	88947301	88947957
ENSG00000160584	SIK3	11	116843402	117098437
ENSG00000160588	MPZL3	11	118226690	118252350
ENSG00000243468	INGX	X	71491682	71492928
ENSG00000273888	FRMD6-AS1	14	51649516	51651744
ENSG00000167670	CHAF1A	19	4402662	4445018
ENSG00000280003	AC097637.2	3	52217016	52219012
ENSG00000167676	PLIN4	19	4502180	4518465
ENSG00000243955	GSTA1	6	52791664	52803910
ENSG00000166984	TCP10L2	6	167146414	167196913
ENSG00000166986	MARS	12	57475445	57517569
ENSG00000166987	MBD6	12	57520710	57530148
ENSG00000243953	AC073359.1	3	154969283	154970223
ENSG00000224276	AL355388.1	1	155991390	156001787
ENSG00000230438	SERPINB9P1	6	2854657	2881407
ENSG00000178409	BEND3	6	107065182	107115269
ENSG00000270164	LINC01480	19	41535183	41536904
ENSG00000178404	CEP295NL	17	78870910	78903217
ENSG00000163808	KIF15	3	44761717	44873376
ENSG00000167588	GPD1	12	50103819	50111319
ENSG00000163803	PLB1	2	28457145	28643788
ENSG00000163806	SPDYA	2	28782517	28850611
ENSG00000163807	KIAA1143	3	44737661	44761662
ENSG00000092421	SEMA6A	5	116443616	116574934
ENSG00000278374	ENSG00000278374	8	123454981	123455107
ENSG00000181778	TMEM252	9	68536580	68540867
ENSG00000158406	HIST1H4H	6	26277609	26285638
ENSG00000200135	ENSG00000200135	12	112149360	112149472
ENSG00000273580	AC087072.2	7	35933888	35934569
ENSG00000278857	IGKV1D-12	2	90159840	90160335
ENSG00000200138	RNY1P10	16	28183318	28183430
ENSG00000158402	CDC25C	5	138285265	138338355
ENSG00000177697	CD151	11	832843	839831
ENSG00000235151	AC131097.4	2	241844380	241845036
ENSG00000177694	NAALADL2	3	174438573	175810552
ENSG00000277617	ENSG00000277617	1	32269338	32269597
ENSG00000272226	AL136985.2	1	58812808	58813342
ENSG00000206991	RNU6-610P	15	43637632	43637738
ENSG00000272223	AL136304.1	6	43033897	43034405
ENSG00000277610	RNVU1-4	1	120942600	120942763
ENSG00000031081	ARHGAP31	3	119294373	119420714
ENSG00000281358	RASSF1-AS1	3	50337511	50338300
ENSG00000135940	COX5B	2	97646040	97648383
ENSG00000199143	MIR373	19	53788705	53788773
ENSG00000135945	REV1	2	99400475	99490035
ENSG00000279500	AC108704.2	12	128813186	128814750
ENSG00000279507	AC112484.4	3	128914833	128915060
ENSG00000279509	AC007494.3	16	47218026	47218768
ENSG00000063322	MED29	19	39391303	39400637
ENSG00000237181	AC147651.3	7	603185	608482
ENSG00000227630	LINC01132	1	234724042	234736720
ENSG00000177098	SCN4B	11	118133377	118152888
ENSG00000137449	CPEB2	4	15002674	15070153
ENSG00000237188	AC242426.2	1	147173186	147252659
ENSG00000257808	AC073573.1	12	53159586	53161000
ENSG00000004487	KDM1A	1	23019443	23083689
ENSG00000127870	RNF6	13	26132115	26222493
ENSG00000257800	FNBP1P1	2	74120680	74123218
ENSG00000249320	AC133963.2	4	25472517	25473815
ENSG00000255097	AP006259.1	11	9242448	9245509
ENSG00000198406	BZW1P2	3	116645902	116646727
ENSG00000198408	OGA	10	101784443	101818465
ENSG00000271754	AL355802.2	6	43519180	43519724
ENSG00000271757	AP002360.2	11	76392196	76392905
ENSG00000271751	AP003392.5	11	119065263	119065677
ENSG00000268686	AC010643.1	19	49368705	49388081
ENSG00000270482	AC026367.1	12	118375350	118376275
ENSG00000201772	SNORA5C	7	45104906	45105042
ENSG00000171443	ZNF524	19	55600022	55603138
ENSG00000241553	ARPC4	3	9792495	9807726
ENSG00000272434	AC137630.3	3	49029316	49029706
ENSG00000242992	FTH1P4	3	128764466	128765018
ENSG00000111196	MAGOHB	12	10604190	10613623
ENSG00000271283	AC011458.2	19	19699203	19699409
ENSG00000276250	AC127024.6	17	30803654	30804077
ENSG00000130813	C19ORF66	19	10086122	10093252
ENSG00000173578	XCR1	3	46017024	46027742
ENSG00000276255	AL136379.1	1	228073909	228076550
ENSG00000233406	AL162430.1	1	51250603	51251472
ENSG00000173575	CHD2	15	92900189	93028005
ENSG00000224261	RPSAP18	1	160266340	160267225
ENSG00000235121	AL645504.1	1	201723294	201737506
ENSG00000158435	CNOT11	2	101252802	101270316
ENSG00000275506	AC010378.1	5	139612002	139612363
ENSG00000229291	AL139161.1	1	235957879	235971825
ENSG00000175931	UBE2O	17	76389451	76453206
ENSG00000117724	CENPF	1	214603195	214664588
ENSG00000268027	AC243960.1	19	41545192	41555462
ENSG00000175938	ORAI3	16	30949066	30956461
ENSG00000231806	PCAT7	9	94555054	94603990
ENSG00000260464	AL049796.1	1	93847174	93848939
ENSG00000117713	ARID1A	1	26693236	26782110
ENSG00000163053	SLC16A14	2	230034974	230068999
ENSG00000011028	MRC2	17	62627401	62693597
ENSG00000170266	GLB1	3	32996608	33097230
ENSG00000260467	AC018552.2	16	57681124	57701730
ENSG00000121022	COPS5	8	67043079	67083783
ENSG00000110723	EXPH5	11	108505431	108593738
ENSG00000086200	IPO11	5	62403972	62628582
ENSG00000254343	AC091563.1	8	120052180	120056201
ENSG00000134222	PSRC1	1	109279556	109283186
ENSG00000270154	AC130352.1	8	12476462	12477122
ENSG00000270157	AC004918.3	7	141662922	141663846
ENSG00000042493	CAPG	2	85394748	85418432
ENSG00000269646	AC010487.2	19	52923382	52924075
ENSG00000234292	AC123595.1	5	91280097	91281142
ENSG00000234290	AC116366.1	5	132468890	132473043
ENSG00000234297	AL592293.2	9	15055057	15056052
ENSG00000265154	MIR151B	14	100109419	100109514
ENSG00000274677	AC040169.3	16	84085979	84086590
ENSG00000144354	CDCA7	2	173354820	173368997
ENSG00000274678	AC106886.3	16	30821338	30821884
ENSG00000129219	PLD2	17	4807096	4823434
ENSG00000129214	SHBG	17	7613946	7633383
ENSG00000143061	IGSF3	1	116574399	116667755
ENSG00000134480	CCNH	5	87318416	87413019
ENSG00000143067	ZNF697	1	119619422	119647773
ENSG00000175063	UBE2C	20	45812576	45816957
ENSG00000231113	AL035587.1	6	42940364	42948360
ENSG00000231119	AL031666.1	20	47352561	47354633
ENSG00000131051	RBM39	20	35701347	35742312
ENSG00000284024	ENSG00000284024	10	14838160	14847018
ENSG00000065427	KARS	16	75627474	75648643
ENSG00000111186	WNT5B	12	1529891	1647243
ENSG00000111181	SLC6A12	12	190077	214570
ENSG00000180638	SLC47A2	17	19678288	19718979
ENSG00000135686	KLHL36	16	84648525	84667686
ENSG00000022976	ZNF839	14	102317377	102342702
ENSG00000263412	AC004477.1	17	48045141	48048073
ENSG00000263413	MIR4538	14	105858165	105858242
ENSG00000263417	GTSCR1	18	70630534	70650744
ENSG00000102753	KPNA3	13	49699307	49792921
ENSG00000102755	FLT1	13	28300344	28495145
ENSG00000261924	AC127496.1	17	80966239	80971213
ENSG00000101361	NOP56	20	2652145	2658393
ENSG00000048405	ZNF800	7	127346790	127431924
ENSG00000163155	LYSMD1	1	151159748	151165948
ENSG00000175793	SFN	1	26863138	26864457
ENSG00000221340	RNU6ATAC18P	1	12569972	12570072
ENSG00000132507	EIF5A	17	7306999	7312463
ENSG00000136888	ATP6V1G1	9	114587746	114598373
ENSG00000200403	RNU6-1099P	1	19305076	19305182
ENSG00000175792	RUVBL1	3	128064778	128153914
ENSG00000105197	TIMM50	19	39480412	39493785
ENSG00000142959	BEST4	1	44783585	44787705
ENSG00000105193	RPS16	19	39433207	39435948
ENSG00000070785	EIF2B3	1	44850522	44986722
ENSG00000078237	TIGAR	12	4307763	4354593
ENSG00000235919	ASH1L-AS1	1	155562042	155563944
ENSG00000235912	AL031729.1	1	27649419	27649610
ENSG00000146250	PRSS35	6	83512538	83525704
ENSG00000235917	MTCO2P11	9	5098341	5099325
ENSG00000248516	AC105415.1	4	4321962	4334182
ENSG00000248514	AC008443.3	5	181205361	181206120
ENSG00000259732	AC092757.2	15	59121034	59133250
ENSG00000172301	COPRS	17	31851864	31859337
ENSG00000112378	PERP	6	138088505	138107511
ENSG00000112379	ARFGEF3	6	138161921	138344663
ENSG00000118922	KLF12	13	73686089	73995056
ENSG00000212916	MAP10	1	232804892	232808407
ENSG00000108010	GLRX3	10	130136399	130184521
ENSG00000119403	PHF19	9	120855652	120894896
ENSG00000119402	FBXW2	9	120751978	120793412
ENSG00000119401	TRIM32	9	116687302	116701300
ENSG00000248593	DSTNP2	12	6884682	6885786
ENSG00000272148	AC013403.2	2	27062428	27062907
ENSG00000138668	HNRNPD	4	82352498	82374503
ENSG00000138669	PRKG2	4	81087370	81215117
ENSG00000272144	AC025171.4	5	43061395	43062441
ENSG00000272145	NFYC-AS1	1	40690380	40692066
ENSG00000272146	ARF4-AS1	3	57597715	57600927
ENSG00000272140	AC022400.5	10	73703735	73713581
ENSG00000272142	LYRM4-AS1	6	5029972	5043449
ENSG00000272143	FGF14-AS2	13	102394630	102395703
ENSG00000265975	AC002091.1	17	8967523	8976995
ENSG00000054179	ENTPD2	9	137048098	137054045
ENSG00000265972	TXNIP	1	145992435	145996600
ENSG00000260339	HEXA-AS1	15	72376113	72378788
ENSG00000260331	AC079148.1	2	18547386	18548204
ENSG00000260337	AC091544.4	15	92592574	92596462
ENSG00000101473	ACOT8	20	45841721	45857406
ENSG00000145632	PLK2	5	58453982	58460260
ENSG00000153956	CACNA2D1	7	81946444	82443798
ENSG00000101474	APMAP	20	24962925	24992979
ENSG00000137869	CYP19A1	15	51208057	51338610
ENSG00000137860	SLC28A2	15	45252230	45277845
ENSG00000138592	USP8	15	50424380	50514419
ENSG00000272752	STAG3L5P-PVRIG2P-PILRB	7	100336104	100367831
ENSG00000138594	TMOD3	15	51829628	51947295
ENSG00000228288	PCAT6	1	202810954	202812156
ENSG00000228280	AL731568.1	10	75742740	75743755
ENSG00000228283	KATNBL1P6	6	146802359	146803824
ENSG00000228285	LYPLA2P1	6	33365548	33366243
ENSG00000223254	ENSG00000223254	1	85264296	85264402
ENSG00000236333	TRHDE-AS1	12	72253508	72274907
ENSG00000236330	RPL5P9	2	110967834	110968719
ENSG00000234286	AC006026.3	7	23680195	23680786
ENSG00000030582	GRN	17	44345086	44353102
ENSG00000265121	AC068594.2	17	77264180	77264776
ENSG00000085276	MECOM	3	169083499	169663618
ENSG00000085274	MYNN	3	169772831	169789716
ENSG00000226180	AC010536.1	16	87693537	87696147
ENSG00000173599	PC	11	66848233	66958376
ENSG00000213742	ZNF337-AS1	20	25624045	25678074
ENSG00000213741	RPS29	14	49570984	49599164
ENSG00000173598	NUDT4	12	93377883	93408146
ENSG00000104643	MTMR9	8	11284416	11328146
ENSG00000260806	AL163051.1	14	96500810	96502321
ENSG00000260807	AC009041.2	16	975761	981596
ENSG00000260804	LINC01963	2	216217045	216220192
ENSG00000260805	AC092803.2	1	212557833	212559731
ENSG00000260803	Z84723.1	16	17514	35195
ENSG00000211677	IGLC2	22	22900976	22901437
ENSG00000211676	IGLJ2	22	22899481	22899655
ENSG00000211679	IGLC3	22	22906342	22906803
ENSG00000211678	IGLJ3	22	22904850	22905025
ENSG00000260808	AP003096.1	11	68612899	68616711
ENSG00000152332	UHMK1	1	162497251	162529629
ENSG00000213290	PGK1P2	19	12559571	12561105
ENSG00000213293	AC012618.1	19	12260126	12260537
ENSG00000279114	Z99129.3	6	122471923	122484161
ENSG00000280248	AC124319.4	17	80339898	80342058
ENSG00000236496	GPS2P1	9	2875442	2876427
ENSG00000197258	EIF4BP6	7	104667749	104669576
ENSG00000033050	ABCF2	7	151212490	151227230
ENSG00000067191	CACNB1	17	39173456	39197703
ENSG00000197251	LINC00336	6	33586106	33593338
ENSG00000197253	TPSB2	16	1227272	1230184
ENSG00000197256	KANK2	19	11164267	11197791
ENSG00000103160	HSDL1	16	84122146	84145192
ENSG00000140948	ZCCHC14	16	87406246	87492045
ENSG00000123552	USP45	6	99432379	99521728
ENSG00000140945	CDH13	16	82626803	83800640
ENSG00000103168	TAF1C	16	84177847	84187070
ENSG00000140941	MAP1LC3B	16	87383995	87404779
ENSG00000140943	MBTPS1	16	84053761	84116906
ENSG00000110448	CD5	11	61102395	61127852
ENSG00000110446	SLC15A3	11	60937084	60952530
ENSG00000110442	COMMD9	11	36269284	36289449
ENSG00000013392	RWDD2A	6	83193379	83198932
ENSG00000216588	IGSF23	19	44613630	44636781
ENSG00000177602	HASPIN	17	3723903	3726699
ENSG00000106404	CLDN15	7	101232092	101238820
ENSG00000197870	PRB3	12	11265924	11269805
ENSG00000197872	FAM49A	2	16549459	16666331
ENSG00000262402	MCUR1P1	17	2127430	2127904
ENSG00000211581	MIR765	1	156936131	156936244
ENSG00000280486	AC005329.3	19	1386804	1389651
ENSG00000211584	SLC48A1	12	47753916	47782753
ENSG00000141837	CACNA1A	19	13206442	13633025
ENSG00000153179	RASSF3	12	64507001	64697567
ENSG00000228709	LINC02575	21	44485577	44490288
ENSG00000228705	LINC00659	20	62774128	62775412
ENSG00000228701	TNKS2-AS1	10	91782839	91798291
ENSG00000228702	AL645998.1	10	45725694	45726038
ENSG00000239686	AL158801.1	14	55282296	55282643
ENSG00000142541	RPL13A	19	49487554	49492308
ENSG00000168264	IRF2BP2	1	234604269	234609525
ENSG00000123080	CDKN2C	1	50960745	50974633
ENSG00000149577	SIDT2	11	117178733	117197445
ENSG00000149575	SCN2B	11	118161951	118176673
ENSG00000149573	MPZL2	11	118253403	118264536
ENSG00000149571	KIRREL3	11	126423359	127003460
ENSG00000184470	TXNRD2	22	19875517	19941992
ENSG00000163754	GYG1	3	148991341	149027668
ENSG00000163755	HPS3	3	149129584	149173732
ENSG00000163751	CPA3	3	148865256	148897196
ENSG00000131584	ACAP3	1	1292376	1309609
ENSG00000267049	AC002398.1	19	35769144	35771028
ENSG00000267048	AC092143.3	16	89906157	89918233
ENSG00000267046	E2F3P1	17	35490009	35491238
ENSG00000231205	ZNF826P	19	20340269	20424969
ENSG00000267042	AC100793.2	17	42679963	42682020
ENSG00000267041	ZNF850	19	36714383	36772825
ENSG00000267040	AC027097.1	18	57630302	57669296
ENSG00000263753	LINC00667	18	5237826	5246508
ENSG00000254290	AC124067.4	8	37597480	37599858
ENSG00000259079	AC005476.1	14	71330342	71330738
ENSG00000115165	CYTIP	2	157414619	157488961
ENSG00000259075	POC1B-GALNT4	12	89519408	89526262
ENSG00000259073	FOXN3-AS2	14	89576216	89577477
ENSG00000253015	RN7SKP64	5	139333038	139333365
ENSG00000259070	LINC00639	14	38749339	38948273
ENSG00000257923	CUX1	7	101815904	102283958
ENSG00000257925	AC008083.1	12	47237734	47279021
ENSG00000257924	LINC02416	12	47353754	47369935
ENSG00000225948	AL158210.1	10	6618716	6625346
ENSG00000225945	AL121574.1	6	37815777	37819218
ENSG00000225940	C5ORF67	5	56511567	56606232
ENSG00000152492	CCDC50	3	191329077	191398670
ENSG00000152495	CAMK4	5	111223653	111494886
ENSG00000158636	EMSY	11	76444923	76553025
ENSG00000136114	THSD1	13	52377167	52416373
ENSG00000158639	PAGE5	X	55220355	55224108
ENSG00000227544	AC018647.1	7	35715034	35734887
ENSG00000227543	SPAG5-AS1	17	28598790	28617377
ENSG00000227540	ENSG00000227540	10	73252791	73254349
ENSG00000146433	TMEM181	6	158536436	158635428
ENSG00000244618	RN7SL334P	6	25031009	25031287
ENSG00000166704	ZNF606	19	57977053	58003349
ENSG00000182141	ZNF708	19	21291160	21329425
ENSG00000244617	ASPRV1	2	69960089	69962265
ENSG00000182149	IST1	16	71845996	71931199
ENSG00000126070	AGO3	1	35930718	36072500
ENSG00000011132	APBA3	19	3750819	3761699
ENSG00000196396	PTPN1	20	50510321	50585241
ENSG00000283324	CTXND2	1	150887136	150913292
ENSG00000158985	CDC42SE2	5	131245493	131398447
ENSG00000170054	SERPINA9	14	94462717	94479689
ENSG00000196391	ZNF774	15	90352245	90369146
ENSG00000226067	LINC00623	1	120913275	121009291
ENSG00000242612	DECR2	16	401826	412487
ENSG00000242611	AC093627.6	7	77038	81178
ENSG00000242616	GNG10	9	111661335	111670246
ENSG00000242615	AC022415.1	19	12141806	12143322
ENSG00000164707	SLC13A4	7	135681237	135729258
ENSG00000145416	MARCH1	4	163524298	164384050
ENSG00000282508	LINC01002	19	198264	239440
ENSG00000251517	AC096734.1	4	42706107	42707335
ENSG00000251513	LIX1-AS1	5	97089075	97437217
ENSG00000178199	ZC3H12D	6	149446795	149485061
ENSG00000196642	RABL6	9	136807943	136841187
ENSG00000196646	ZNF136	19	12163064	12189881
ENSG00000257210	NACAP8	12	93124063	93124543
ENSG00000259953	AL138756.1	9	112032555	112037730
ENSG00000148335	NTMT1	9	129608884	129636131
ENSG00000167105	TMEM92	17	50271406	50281485
ENSG00000163520	FBLN2	3	13549131	13638422
ENSG00000159588	CCDC17	1	45620044	45624057
ENSG00000161281	COX7A1	19	36150922	36152869
ENSG00000204305	AGER	6	32180968	32184324
ENSG00000250305	TRMT9B	8	12945642	13031503
ENSG00000203943	SAMD13	1	84298366	84389957
ENSG00000231355	AP000302.1	21	33482499	33484258
ENSG00000277383	AC010331.1	19	47607873	47608454
ENSG00000175262	C1ORF127	1	10946471	10982037
ENSG00000175265	GOLGA8A	15	34379068	34437466
ENSG00000231359	AC072052.1	7	6490793	6491098
ENSG00000172382	PRSS27	16	2712418	2720551
ENSG00000125037	EMC3	3	9962537	10011116
ENSG00000183793	NPIPA5	16	15363624	15381047
ENSG00000198130	HIBCH	2	190189735	190344193
ENSG00000279086	AC073130.3	7	116209234	116211511
ENSG00000249646	OR7E94P	4	79587302	79588130
ENSG00000198134	AC007537.1	12	12111163	12111489
ENSG00000231686	Z97180.1	X	146619597	146620584
ENSG00000127554	GFER	16	1984207	1987749
ENSG00000231684	EIF1P3	1	182336001	182336334
ENSG00000197114	ZGPAT	20	63707465	63736142
ENSG00000231682	LINC01891	2	234444590	234454595
ENSG00000161860	SYCE2	19	12898786	12919276
ENSG00000255503	AP001767.3	11	83072402	83097196
ENSG00000207062	SNORA15B-1	7	65070538	65070672
ENSG00000274461	AL391425.1	10	120819307	120825311
ENSG00000243053	RPL31P58	17	28802444	28802822
ENSG00000243051	RN7SL269P	1	169957942	169958246
ENSG00000243056	EIF4EBP3	5	140547666	140549578
ENSG00000243055	GK-AS1	X	30699998	30724174
ENSG00000240505	TNFRSF13B	17	16929816	16972118
ENSG00000247735	AC120114.1	16	29926836	29928933
ENSG00000240509	RPL34P18	8	93957338	93957691
ENSG00000166851	PLK1	16	23677656	23690367
ENSG00000230082	PRRT3-AS1	3	9947404	9954787
ENSG00000276476	LINC00540	13	22040975	22276524
ENSG00000230084	AC006059.1	3	42601963	42654388
ENSG00000166855	CLPX	15	65148219	65185342
ENSG00000134970	TMED7	5	115613508	115632992
ENSG00000164332	UBLCP1	5	159263081	159286040
ENSG00000263400	TMEM220-AS1	17	10729777	10815164
ENSG00000199266	SNORA60	20	38449370	38449503
ENSG00000176248	ANAPC2	9	137174784	137188549
ENSG00000230555	AL450326.1	10	43420738	43422100
ENSG00000230551	AC021078.1	5	149494314	149504670
ENSG00000176244	ACBD7	10	15077523	15088776
ENSG00000115896	PLCL1	2	197804702	198572581
ENSG00000172543	CTSW	11	65879809	65883741
ENSG00000188958	UTS2B	3	191267168	191330536
ENSG00000144524	COPS7B	2	231781671	231809254
ENSG00000172548	NIPAL4	5	157460019	157474717
ENSG00000083454	P2RX5	17	3672199	3696404
ENSG00000083457	ITGAE	17	3714628	3801243
ENSG00000131188	PRR7	5	177446445	177456286
ENSG00000272382	AC025171.5	5	43033716	43034635
ENSG00000272381	AL356258.1	10	31187883	31261910
ENSG00000206815	RNU6-483P	3	57548838	57548945
ENSG00000206816	ENSG00000206816	11	77691650	77691751
ENSG00000241360	PDXP	22	37658727	37666934
ENSG00000261215	AL162231.4	9	34661903	34666029
ENSG00000200304	RNU6-1255P	8	130069541	130069652
ENSG00000177119	ANO6	12	45215987	45440404
ENSG00000237025	AL121601.2	X	123878590	123879296
ENSG00000129474	AJUBA	14	22971174	22982642
ENSG00000277406	SEC22B4P	1	146321214	146401647
ENSG00000133169	BEX1	X	103062651	103064240
ENSG00000141542	RAB40B	17	82654973	82698728
ENSG00000164338	UTP15	5	73565443	73583377
ENSG00000141540	TTYH2	17	74213514	74262020
ENSG00000081181	ARG2	14	67619798	67651720
ENSG00000271122	AC018647.2	7	35695214	35699413
ENSG00000005893	LAMP2	X	120427827	120469365
ENSG00000271128	AC008608.1	5	134081914	134082040
ENSG00000261055	AL450468.2	1	109895973	109897861
ENSG00000147872	PLIN2	9	19108375	19149290
ENSG00000136603	SKIL	3	170357678	170396835
ENSG00000279716	AC006128.1	19	15398696	15400356
ENSG00000270832	AC092120.2	16	89458870	89459437
ENSG00000125633	CCDC93	2	117915478	118014133
ENSG00000249159	AC091965.1	5	8387638	8457564
ENSG00000141096	DPEP3	16	67975663	67980829
ENSG00000172893	DHCR7	11	71428193	71452868
ENSG00000141098	GFOD2	16	67674531	67719421
ENSG00000172890	NADSYN1	11	71453109	71524107
ENSG00000130600	H19	11	1995176	2001470
ENSG00000180817	PPA1	10	70202830	70233911
ENSG00000180815	MAP3K15	X	19360056	19515261
ENSG00000061918	GUCY1B1	4	155758992	155807591
ENSG00000122257	RBBP6	16	24537693	24572863
ENSG00000067365	METTL22	16	8621683	8649654
ENSG00000255142	AP006621.2	11	781645	782105
ENSG00000145730	PAM	5	102753981	103031105
ENSG00000067369	TP53BP1	15	43403061	43510728
ENSG00000145734	BDP1	5	71455615	71567820
ENSG00000276744	AC105137.2	15	75452964	75453947
ENSG00000145736	GTF2H2	5	71032670	71067689
ENSG00000079387	SENP1	12	48042898	48106308
ENSG00000116675	DNAJC6	1	65248219	65415869
ENSG00000166377	ATP9B	18	79069285	79378287
ENSG00000116670	MAD2L2	1	11674480	11691650
ENSG00000125630	POLR1B	2	112541915	112577150
ENSG00000116679	IVNS1ABP	1	185296388	185317329
ENSG00000116678	LEPR	1	65420652	65641559
ENSG00000224546	EIF4BP3	9	96146007	96147856
ENSG00000273419	AC004877.1	7	149858400	149862492
ENSG00000273415	AP000904.1	11	128096042	128183554
ENSG00000273416	AL732292.2	1	235104180	235104609
ENSG00000133835	HSD17B4	5	119452443	119637199
ENSG00000107862	GBF1	10	102245532	102382899
ENSG00000107863	ARHGAP21	10	24583609	24723668
ENSG00000103363	ELOB	16	2771414	2777297
ENSG00000103365	GGA2	16	23463542	23521995
ENSG00000107864	CPEB3	10	92046692	92291087
ENSG00000229807	XIST	X	73820651	73852723
ENSG00000224091	AC104389.1	11	5205041	5207308
ENSG00000224093	AL109613.1	1	93592199	93605573
ENSG00000146839	ZAN	7	100733626	100797797
ENSG00000224094	RPS24P8	3	45159774	45160175
ENSG00000224097	AC021148.1	4	39480255	39481905
ENSG00000146833	TRIM4	7	99876958	99919600
ENSG00000146830	GIGYF1	7	100679507	100694037
ENSG00000253752	IGLVI-63	22	22079770	22080263
ENSG00000146834	MEPCE	7	100428790	100434126
ENSG00000275714	HIST1H3A	6	26020490	26020900
ENSG00000144061	NPHP1	2	110122311	110205066
ENSG00000275713	HIST1H2BH	6	26251651	26253710
ENSG00000253754	AC087620.1	8	108226200	108227544
ENSG00000275719	AC008622.2	19	46787815	46789043
ENSG00000253755	IGHGP	14	105664633	105669843
ENSG00000234645	YWHAEP5	2	138288029	138288793
ENSG00000136897	MRPL50	9	101387633	101398614
ENSG00000234648	AL162151.2	14	98973314	98973471
ENSG00000230946	HNRNPA1P68	1	100941017	100941995
ENSG00000230947	AP000356.1	22	24598054	24599398
ENSG00000230942	HMGN1P5	1	158266753	158267320
